student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating,engagement_score,performance_score,study_consistency,course_load_ratio,activity_rate
Angela Torres,20.0,Male,Region Xi,Limited,College,Employed,Tablet,11.0,Skill Upgrade,1.0,Cloud Computing Basics,Science,Advanced,7.0,3.0,18.0,,Completed,2024-01-24,90.9,20.0,4.0,24.0,94.9,Quiz,73.37,58.34,30.75,3.0,16.0,44.545,1043.9,1.0,1818.0
Hector Harmon,50.0,Female,Region Vi,Mobile,High School,Student,Tablet,9.0,Skill Upgrade,10.0,Cybersecurity Essentials,IT,Beginner,9.0,7.0,17.0,,Dropped,2023-03-10,96.3,11.0,75.5,12.0,177.8,Assignment,90.69,33.04,74.02,4.0,32.833333333333336,53.53,1600.2,1.0,1059.3
Lisa Washington,35.5,Female,Region V,Broadband,Graduate,Unemployed,Laptop,6.8,Academic Requirement,7.0,Digital Marketing,IT,Intermediate,11.0,6.0,22.0,,Completed,2024-05-11,145.8,27.0,34.0,17.0,74.6,Quiz,67.6,-3.8287500000000207,38.03,3.0,26.0,17.10062499999999,507.28,1.0,3936.6000000000004
Rick Chavez,49.0,Female,Region Xi,Limited,College,Employed,Tablet,5.5,Career Change,9.0,Ui/Ux Design Principles,IT,Advanced,17.0,5.0,10.0,,Dropped,2022-12-24,179.2,25.0,0.0,11.0,83.7,Assignment,68.04,89.58,96.37,5.0,12.0,92.975,460.35,1.0,4480.0
Alejandro Edwards,35.5,Female,Ncr,Broadband,High School,Student,Laptop,16.1,Personal Interest,15.0,Python For Beginners,Business,Intermediate,12.0,29.5,24.0,2023-07-10,Dropped,2023-10-11,89.2,15.0,6.0,15.0,23.9,Assignment,49.37,48.13,65.445,2.0,12.0,56.787499999999994,384.79,1.0,1338.0
Madison Gilbert,28.0,Male,Region Viii,Limited,College,Student,Mobile,2.1,Career Change,14.0,Cybersecurity Essentials,IT,Intermediate,14.0,6.0,-6.0,,Completed,2022-11-27,160.0,27.0,24.0,5.0,87.2,Quiz,57.89,58.9,65.445,3.0,18.666666666666668,62.1725,183.12,1.0,4320.0
Angie Mcgrath,49.0,Male,Region Ii,Broadband,Graduate,Student,Mobile,11.6,Skill Upgrade,11.0,Machine Learning A-Z,IT,Intermediate,7.0,12.0,13.0,2024-09-11,Completed,2023-05-26,58.9,16.0,0.0,27.0,69.2,Quiz,84.52,78.7,84.76,1.0,14.333333333333334,81.73,802.72,1.0,942.4
Jessica Reed,50.0,Female,Region V,Broadband,High School,Employed,Laptop,14.3,Career Change,15.0,Mobile App Development,Science,Beginner,16.0,14.0,18.0,2024-10-01,Completed,2024-03-05,54.2,29.0,41.0,16.0,29.6,Assignment,73.43,96.78,97.34,1.0,28.666666666666668,97.06,423.28000000000003,1.0,1571.8000000000002
Diane Boyd,21.0,Female,Region Xii,Mobile,High School,Employed,Tablet,13.3,Personal Interest,2.0,Ui/Ux Design Principles,IT,Advanced,14.0,19.0,24.0,,Ongoing,2023-08-27,17.0,19.0,46.0,20.0,16.2,Quiz,56.02,93.68,53.89,5.0,28.333333333333332,73.785,215.46,1.0,323.0
Mike Taylor,48.0,Female,Region Ii,Broadband,College,Student,Laptop,17.1,Career Change,2.0,Digital Marketing,IT,Beginner,6.0,12.0,23.0,2023-09-04,Ongoing,2024-04-29,64.8,10.0,22.0,15.0,110.1,Assignment,41.76,83.98,50.9,3.0,15.666666666666666,67.44,1882.71,1.0,648.0
Robert Wallace,41.0,Female,Region Vii,Mobile,High School,Unemployed,Mobile,15.4,Career Change,8.0,Cybersecurity Essentials,Arts,Beginner,27.0,14.0,10.0,2023-01-02,Ongoing,2022-11-25,103.9,13.0,42.0,12.0,49.9,Quiz,32.18,97.48,65.96,2.0,22.333333333333332,81.72,768.46,0.48148148148148145,1350.7
Kimberly Bennett,-4.0,Female,Ncr,Broadband,College,Student,Laptop,14.9,Academic Requirement,13.0,Data Science Fundamentals,Science,Intermediate,18.0,6.0,24.0,,Dropped,2023-10-11,94.0,19.0,39.0,6.0,122.2,Quiz,32.34,79.32,93.54,7.0,21.333333333333332,86.43,1820.78,1.0,1786.0
Joshua Brewer,20.0,Male,Region Iii,Broadband,College,Student,Laptop,1.1,Career Change,6.0,Business Analytics,Math,Beginner,29.0,6.0,16.0,2023-07-09,Dropped,2024-11-08,134.8,18.0,49.0,15.0,81.1,Assignment,31.19,38.48,97.66,2.0,27.333333333333332,68.07,89.21000000000001,0.6206896551724138,2426.4
Mark Gamble,30.0,Male,Region Iv-A,Broadband,Graduate,Student,Laptop,5.0,Career Change,15.0,Mobile App Development,IT,Intermediate,19.0,4.0,11.0,,Dropped,2023-06-19,49.7,8.0,25.0,14.0,11.5,Final Exam,92.81,39.31,72.32,5.0,15.666666666666666,55.815,57.5,0.42105263157894735,397.6
Diana Greene,31.0,Female,Region Vii,Mobile,Graduate,Employed,Mobile,19.7,Academic Requirement,2.0,Ui/Ux Design Principles,Business,Intermediate,29.0,18.0,12.0,2023-02-08,Ongoing,2022-02-04,44.7,8.0,41.0,28.0,102.3,Final Exam,83.29,55.17,-1.7637499999999946,1.0,25.666666666666668,26.703125000000004,2015.31,0.27586206896551724,357.6
Mackenzie Downs,21.0,Other,Region Iv-A,Mobile,High School,Employed,Mobile,18.2,Skill Upgrade,7.0,Business Analytics,IT,Beginner,9.0,4.0,21.0,,Dropped,2024-09-16,24.5,30.0,19.0,23.0,73.0,Quiz,37.95,90.91,46.78,7.0,24.0,68.845,1328.6,1.0,735.0
Stephen Williams,20.0,Female,Ncr,Broadband,High School,Employed,Laptop,10.5,Skill Upgrade,7.0,Cybersecurity Essentials,Arts,Advanced,27.0,8.0,19.0,2024-05-12,Dropped,2023-02-22,171.6,8.0,25.0,11.0,179.2,Quiz,89.87,44.49,34.16,3.0,14.666666666666666,39.325,1881.6,0.2962962962962963,1372.8
Raymond Arroyo,16.0,Male,Region X,Mobile,Graduate,Employed,Mobile,8.2,Personal Interest,13.0,Ui/Ux Design Principles,Arts,Advanced,23.0,15.0,7.0,,Completed,2023-11-26,103.4,1.0,41.0,26.0,100.9,Assignment,71.37,73.52,87.29,3.0,22.666666666666668,80.405,827.38,0.043478260869565216,103.4
Raymond Young,52.0,Male,Region Ii,Broadband,College,Employed,Laptop,9.9,Personal Interest,7.0,Machine Learning A-Z,IT,Beginner,23.0,12.0,10.0,,Completed,2023-04-13,261.9125,6.0,50.0,24.0,46.6,Final Exam,55.14,50.76,49.51,3.0,26.666666666666668,50.135,461.34000000000003,0.2608695652173913,1571.4750000000001
Samuel Green,40.0,Other,Region X,Mobile,Graduate,Employed,Laptop,18.6,Career Change,3.0,Cloud Computing Basics,IT,Beginner,30.0,15.0,16.0,,Dropped,2022-09-08,94.9,10.0,4.0,29.0,169.7,Assignment,137.27875,98.35,57.92,5.0,14.333333333333334,78.13499999999999,3156.42,0.3333333333333333,949.0
Billy Wagner,54.0,Female,Region X,Mobile,College,Student,Mobile,20.0,Career Change,0.0,Data Science Fundamentals,IT,Beginner,17.0,5.0,23.0,2023-11-11,Dropped,2024-05-07,138.3,22.0,25.0,24.0,94.9,Quiz,66.61,-3.8287500000000207,60.61,2.0,23.666666666666668,28.39062499999999,1898.0,1.0,3042.6000000000004
Nathan Park,45.0,Non-Binary,Region Iv-A,Mobile,College,Student,Mobile,3.0,Skill Upgrade,23.0,Python For Beginners,Science,Intermediate,27.0,13.0,14.0,,Ongoing,2023-06-07,108.3,5.0,18.0,3.0,15.0,Quiz,74.61,69.23,71.07,3.0,8.666666666666666,70.15,45.0,0.18518518518518517,541.5
Melissa Garcia,46.0,Male,Ncr,Mobile,College,Employed,Mobile,6.4,Personal Interest,7.0,Cybersecurity Essentials,Math,Intermediate,-8.5,14.0,15.0,,Completed,2022-08-10,104.7,14.0,-7.0,0.0,21.1,Quiz,98.97,99.63,64.94,3.0,2.3333333333333335,82.285,135.04000000000002,0.0,1465.8
Steven Stewart,16.0,Male,Region V,Mobile,College,Employed,Desktop,8.3,Skill Upgrade,8.0,Python For Beginners,IT,Intermediate,18.0,9.0,21.0,2022-08-11,Ongoing,2024-04-21,261.9125,15.0,25.0,4.0,68.7,Assignment,94.81,75.6,80.71,1.0,14.666666666666666,78.155,570.21,0.8333333333333334,3928.6875000000005
Nicholas Bowman,36.0,Male,Region X,Mobile,High School,Employed,Mobile,10.5,Career Change,14.0,Cybersecurity Essentials,Business,Beginner,13.0,3.0,13.0,,Completed,2023-10-09,123.1,12.0,15.0,2.0,112.0,Quiz,75.67,38.18,71.59,5.0,9.666666666666666,54.885000000000005,1176.0,0.9230769230769231,1477.1999999999998
Katrina Anderson,43.0,Female,Ncr,Mobile,College,Student,Laptop,-8.55,Academic Requirement,2.0,Python For Beginners,Business,Intermediate,11.0,6.0,22.0,,Dropped,2024-08-26,139.2,28.0,43.0,16.0,128.6,Quiz,92.05,68.17,37.54,1.0,29.0,52.855000000000004,-1099.53,1.0,3897.5999999999995
Craig Saunders,-4.0,Female,Ncr,Broadband,College,Employed,Desktop,5.8,Personal Interest,15.0,Cybersecurity Essentials,Math,Intermediate,5.0,8.0,24.0,,Dropped,2023-12-30,130.2,2.0,12.0,7.0,117.8,Quiz,53.86,77.0,55.6,3.0,7.0,66.3,683.24,0.4,260.4
Lorraine Guzman,16.0,Female,Region Iii,Broadband,Graduate,Student,Tablet,5.2,Personal Interest,11.0,Digital Marketing,IT,Beginner,14.0,14.0,22.0,2024-10-06,Completed,2023-08-12,31.2,16.0,28.0,28.0,77.7,Final Exam,91.47,31.7,69.13,1.0,24.0,50.415,404.04,1.0,499.2
Jonathan Costa,50.0,Non-Binary,Region Xi,Broadband,College,Student,Laptop,9.6,Career Change,13.0,Data Science Fundamentals,IT,Intermediate,20.0,14.0,21.0,2023-05-01,Completed,2022-04-15,154.0,12.0,9.0,4.0,119.9,Assignment,48.76,64.89500000000001,86.46,1.0,8.333333333333334,75.67750000000001,1151.04,0.6,1848.0
Jason Morris,40.0,Male,Ncr,Broadband,College,Unemployed,Mobile,1.6,Personal Interest,11.0,Ui/Ux Design Principles,Business,Advanced,15.0,9.0,14.0,2022-05-05,Dropped,2023-05-10,51.6,23.0,31.0,12.0,35.6,Quiz,76.7,33.38,69.94,3.0,22.0,51.66,56.96000000000001,1.0,1186.8
Kristen White,45.0,Male,Region Xi,Mobile,High School,Employed,Mobile,3.5,Skill Upgrade,9.0,Data Science Fundamentals,Business,Beginner,26.0,19.0,15.0,2023-09-11,Completed,2024-08-09,63.7,9.0,43.0,26.0,80.7,Assignment,68.81,38.75,33.85,5.0,26.0,36.3,282.45,0.34615384615384615,573.3000000000001
Jessica Lopez,18.0,Female,Region Viii,Mobile,College,Employed,Mobile,9.6,Personal Interest,7.0,Cybersecurity Essentials,IT,Advanced,27.0,5.0,16.0,,Ongoing,2024-09-05,145.9,16.0,48.0,0.0,19.5,Final Exam,99.29,133.78125000000003,58.06,1.0,21.333333333333332,95.92062500000002,187.2,0.5925925925925926,2334.4
Victoria Gonzalez,33.0,Male,Ncr,Broadband,College,Employed,Laptop,13.1,Personal Interest,12.0,Machine Learning A-Z,IT,Beginner,8.0,13.0,21.0,2024-09-08,Completed,2022-02-07,37.3,19.0,5.0,5.0,69.9,Quiz,79.66,87.3,69.93,5.0,9.666666666666666,78.61500000000001,915.69,1.0,708.6999999999999
Natalie Williams,53.0,Male,Region Iii,Mobile,College,Unemployed,Laptop,17.6,Career Change,14.0,Ui/Ux Design Principles,IT,Intermediate,27.0,4.0,22.0,,Dropped,2023-02-22,90.4,1.0,5.0,17.0,268.7875,Quiz,60.65,92.25,132.58625,1.0,7.666666666666667,112.418125,4730.660000000001,0.037037037037037035,90.4
Scott Greene,45.0,Male,Region Iii,Broadband,College,Unemployed,Mobile,9.9,Career Change,3.0,Digital Marketing,Business,Advanced,18.0,8.0,17.0,,Completed,2023-09-06,134.1,16.0,43.0,17.0,141.2,Final Exam,88.84,38.66,76.9,4.0,25.333333333333332,57.78,1397.8799999999999,0.8888888888888888,2145.6
Tiffany Ballard,39.0,Non-Binary,Ncr,Broadband,College,Employed,Laptop,17.2,Skill Upgrade,5.0,Machine Learning A-Z,Science,Intermediate,27.0,9.0,22.0,,Completed,2023-02-09,45.9,7.0,49.0,2.0,144.7,Assignment,71.71,32.34,51.65,1.0,19.333333333333332,41.995000000000005,2488.8399999999997,0.25925925925925924,321.3
William Phillips,27.0,Female,Region Xi,Mobile,High School,Unemployed,Laptop,1.2,Career Change,3.0,Python For Beginners,Science,Intermediate,17.0,9.0,24.0,,Dropped,2023-06-03,178.2,10.0,42.0,7.0,156.4,Quiz,94.86,33.34,65.445,5.0,19.666666666666668,49.3925,187.68,0.5882352941176471,1782.0
Amanda Harper,20.0,Male,Region Vii,Mobile,College,Student,Laptop,7.8,Career Change,2.0,Ui/Ux Design Principles,Arts,Beginner,24.0,9.0,10.0,2022-05-01,Completed,2022-05-25,27.4,20.0,25.0,14.0,-77.31250000000003,Quiz,31.83,51.47,65.445,1.0,19.666666666666668,58.457499999999996,-603.0375000000003,0.8333333333333334,548.0
Jacqueline Parrish,38.0,Female,Region Vii,Broadband,Graduate,Employed,Mobile,10.6,Career Change,15.0,Machine Learning A-Z,IT,Advanced,43.5,18.0,18.0,,Dropped,2022-12-21,41.6,24.0,17.0,21.0,16.8,Assignment,87.89,30.28,49.4,3.0,20.666666666666668,39.84,178.08,0.5517241379310345,998.4000000000001
Tracy Walters,36.0,Male,Region Xii,Mobile,College,Employed,Tablet,1.3,Personal Interest,0.0,Mobile App Development,IT,Beginner,8.0,6.0,19.0,,Completed,2022-05-19,151.0,1.0,25.0,23.0,64.0,Quiz,44.3,39.22,30.4,2.0,16.333333333333332,34.81,83.2,0.125,151.0
Shannon Ray,40.0,Male,Ncr,Limited,High School,Employed,Laptop,13.1,Academic Requirement,15.0,Business Analytics,Business,Advanced,23.0,8.0,20.0,,Completed,2022-10-20,155.7,14.0,16.0,15.0,49.5,Final Exam,32.12,78.79,90.54,5.0,15.0,84.665,648.4499999999999,0.6086956521739131,2179.7999999999997
Joshua Smith,42.0,Male,Region Xi,Broadband,Graduate,Employed,Tablet,1.3,Career Change,2.0,Cybersecurity Essentials,IT,Intermediate,21.0,9.0,11.0,2022-11-06,Completed,2022-02-11,130.3,24.0,22.0,12.0,75.3,Quiz,78.83,64.89500000000001,63.36,1.0,19.333333333333332,64.1275,97.89,1.0,3127.2000000000003
Brandon Hunt,51.0,Male,Caraga,Mobile,College,Employed,Desktop,-8.55,Personal Interest,13.0,Python For Beginners,Arts,Intermediate,19.0,18.0,11.0,2023-05-02,Completed,2024-11-25,67.9,11.0,38.0,15.0,174.9,Final Exam,77.61,89.0,-1.7637499999999946,2.0,21.333333333333332,43.618125000000006,-1495.3950000000002,0.5789473684210527,746.9000000000001
Debra Becker,19.0,Male,Region Iv-A,Mobile,College,Student,Desktop,3.0,Career Change,10.0,Machine Learning A-Z,IT,Beginner,19.0,8.0,18.0,,Dropped,2022-06-04,27.8,29.0,25.0,11.0,36.8,Assignment,76.55,59.39,37.29,1.0,21.666666666666668,48.34,110.39999999999999,1.0,806.2
Paul Rivera,41.0,Female,Region Iv-A,Mobile,College,Student,Mobile,2.7,Skill Upgrade,11.0,Cybersecurity Essentials,Arts,Intermediate,15.0,13.0,21.0,2024-12-06,Dropped,2022-08-23,174.3,20.0,50.0,0.0,56.7,Quiz,48.54,56.29,61.89,5.0,23.333333333333332,59.09,153.09000000000003,1.0,3486.0
Monica Pena,43.0,Non-Binary,Ncr,Mobile,High School,Employed,Laptop,6.8,Skill Upgrade,0.0,Python For Beginners,IT,Intermediate,18.0,11.0,10.0,,Ongoing,2023-10-30,20.0,8.0,26.0,29.0,162.5,Assignment,32.5,32.94,35.1,4.0,21.0,34.019999999999996,1105.0,0.4444444444444444,160.0
Brett Weaver,50.0,Female,Region Xi,Limited,High School,Employed,Mobile,7.4,Academic Requirement,1.0,Cybersecurity Essentials,Business,Beginner,10.0,11.0,8.0,,Completed,2022-12-03,79.8,28.0,48.0,15.0,107.3,Quiz,31.77,32.18,83.62,4.0,30.333333333333332,57.900000000000006,794.02,1.0,2234.4
Daniel Vasquez,44.0,Female,Ncr,Broadband,College,Employed,Mobile,5.4,Career Change,5.0,Mobile App Development,Business,Intermediate,18.0,18.0,13.0,,Ongoing,2023-10-31,82.8,25.0,11.0,8.0,130.0,Quiz,53.99,-3.8287500000000207,73.07,4.0,14.666666666666666,34.62062499999999,702.0,1.0,2070.0
Jessica Morgan,41.0,Female,Region Ii,Mobile,College,Student,Laptop,29.45,Career Change,11.0,Machine Learning A-Z,Science,Intermediate,18.0,12.0,20.0,,Ongoing,2022-09-12,127.5,21.0,4.0,7.0,30.8,Quiz,55.66,90.86,132.58625,1.0,10.666666666666666,111.72312500000001,907.06,1.0,2677.5
Wendy Lloyd,35.0,Non-Binary,Region Ii,Limited,College,Student,Mobile,8.5,Career Change,11.0,Cloud Computing Basics,IT,Beginner,18.0,3.0,14.0,,Dropped,2023-11-09,87.9,23.0,15.0,12.0,161.6,Final Exam,84.86,36.69,31.09,1.0,16.666666666666668,33.89,1373.6,1.0,2021.7
Anthony Smith,34.0,Male,Car,Mobile,College,Student,Mobile,2.6,Skill Upgrade,5.0,Digital Marketing,Science,Intermediate,16.0,18.0,16.0,2024-03-06,Dropped,2024-11-03,24.1,16.0,12.0,0.0,136.8,Quiz,47.04,96.25,33.16,3.0,9.333333333333334,64.705,355.68000000000006,1.0,385.6
Daniel Gonzalez,52.0,Male,Region X,Broadband,College,Employed,Tablet,11.8,Academic Requirement,12.0,Mobile App Development,Math,Beginner,25.0,18.0,19.0,2023-12-05,Completed,2023-08-04,56.5,16.0,23.0,15.0,13.9,Quiz,77.67,73.06,94.3,4.0,18.0,83.68,164.02,0.64,904.0
Tracy King,45.0,Male,Region Xi,Broadband,Graduate,Employed,Mobile,2.2,Skill Upgrade,23.0,Web Development Bootcamp,IT,Beginner,9.0,9.0,14.0,2022-03-01,Completed,2024-12-26,75.7,2.0,18.0,8.0,135.2,Final Exam,60.94,99.93,37.6,3.0,9.333333333333334,68.765,297.44,0.2222222222222222,151.4
Tamara Rosales,39.0,Female,Region Xi,Broadband,Graduate,Employed,Laptop,8.3,Skill Upgrade,10.0,Web Development Bootcamp,IT,Intermediate,17.0,3.0,8.0,2022-03-05,Ongoing,2023-10-07,147.2,16.0,28.0,26.0,46.1,Quiz,37.84,64.88,58.85,3.0,23.333333333333332,61.864999999999995,382.63000000000005,0.9411764705882353,2355.2
Trevor Arnold,47.0,Male,Region Iv-A,Mobile,High School,Employed,Laptop,18.4,Personal Interest,1.0,Web Development Bootcamp,IT,Beginner,12.0,12.0,18.0,2024-07-05,Completed,2022-10-18,155.1,16.0,11.0,24.0,62.5,Final Exam,42.96,48.28,85.38,5.0,17.0,66.83,1150.0,1.0,2481.6
Ashley Booth,35.5,Female,Region Iv-A,Mobile,College,Student,Laptop,13.9,Skill Upgrade,4.0,Web Development Bootcamp,IT,Intermediate,8.0,13.0,21.0,,Ongoing,2024-10-21,78.1,25.0,31.0,1.0,162.2,Assignment,35.96,-3.8287500000000207,85.14,1.0,19.0,40.655624999999986,2254.58,1.0,1952.4999999999998
Randy Russell,33.0,Male,Region Xii,Limited,High School,Employed,Desktop,12.3,Skill Upgrade,2.0,Mobile App Development,IT,Beginner,18.0,4.0,17.0,2022-04-02,Completed,2024-05-07,156.7,9.0,19.0,22.0,170.0,Final Exam,74.44,33.7,35.29,2.0,16.666666666666668,34.495000000000005,2091.0,0.5,1410.3
Sarah Salazar,19.0,Male,Region Iv-A,Limited,College,Employed,Mobile,29.45,Skill Upgrade,15.0,Python For Beginners,IT,Beginner,43.5,18.0,4.0,2024-10-04,Dropped,2023-05-27,99.4,2.0,19.0,30.0,-28.2,Assignment,98.98,46.06,36.34,3.0,17.0,41.2,-830.49,0.04597701149425287,198.8
None,32.0,Female,Ncr,Mobile,High School,Unemployed,Mobile,18.6,Career Change,0.0,Ui/Ux Design Principles,IT,Intermediate,5.0,12.0,11.0,2022-02-10,Dropped,2023-05-10,112.2,28.0,21.0,23.0,-77.31250000000003,Assignment,66.32,59.31,50.04,5.0,24.0,54.675,-1438.0125000000007,1.0,3141.6
Karen Estrada,52.0,Female,Metro Manila,Mobile,High School,Employed,Laptop,20.0,Skill Upgrade,5.0,Web Development Bootcamp,IT,Intermediate,5.0,11.0,9.0,2024-05-12,Dropped,2023-04-26,136.8,14.0,10.0,13.0,91.3,Assignment,38.24,95.37,77.79,3.0,12.333333333333334,86.58000000000001,1826.0,1.0,1915.2000000000003
Amy Hebert,31.0,Female,Region V,Broadband,Graduate,Unemployed,Laptop,19.9,Personal Interest,3.0,Business Analytics,IT,Beginner,27.0,17.0,12.0,2024-02-02,Completed,2024-03-27,157.8,2.0,2.0,6.0,88.9,Quiz,42.51,32.08,43.18,-1.0,3.3333333333333335,37.629999999999995,1769.11,0.07407407407407407,315.6
Louis Dickerson,53.0,Male,Region Ix,Broadband,High School,Employed,Mobile,7.4,Skill Upgrade,15.0,Web Development Bootcamp,IT,Beginner,14.0,16.0,24.0,,Completed,2024-06-01,97.7,29.0,1.0,23.0,102.8,Quiz,83.73,55.35,68.19,4.0,17.666666666666668,61.769999999999996,760.72,1.0,2833.3
Michelle Small,26.0,Female,Region Ii,Mobile,College,Student,Tablet,3.9,Academic Requirement,10.0,Machine Learning A-Z,IT,Beginner,22.0,17.0,22.0,2024-04-10,Ongoing,2022-01-06,149.2,13.0,23.0,28.0,80.7,Quiz,50.05,64.89500000000001,54.49,3.0,21.333333333333332,59.69250000000001,314.73,0.5909090909090909,1939.6
Grace Davis,-4.0,Female,Region Iv-A,Broadband,Graduate,Employed,Mobile,15.7,Skill Upgrade,13.0,Data Science Fundamentals,Business,Beginner,11.0,5.0,20.0,,Ongoing,2024-06-01,96.2,3.0,28.0,13.0,18.8,Final Exam,60.49,86.31,60.71,-1.0,14.666666666666666,73.51,295.16,0.2727272727272727,288.6
Danielle Adams,30.0,Female,Ncr,Limited,High School,Student,Laptop,10.5,Skill Upgrade,9.0,Web Development Bootcamp,IT,Intermediate,12.0,8.0,20.0,2022-02-08,Ongoing,2024-05-27,31.5,27.0,5.0,9.0,172.3,Assignment,39.95,37.37,89.39,3.0,13.666666666666666,63.379999999999995,1809.15,1.0,850.5
Ryan Kline,32.0,Male,Region Xi,Mobile,College,Student,Desktop,13.3,Personal Interest,9.0,Cloud Computing Basics,Math,Beginner,15.0,18.0,9.0,2023-07-06,Completed,2022-05-27,39.3,27.0,39.0,29.0,103.9,Quiz,35.8,78.72,64.16,1.0,31.666666666666668,71.44,1381.8700000000001,1.0,1061.1
Corey Davis,47.0,Female,Region Xi,Limited,High School,Unemployed,Mobile,9.4,Academic Requirement,3.0,Web Development Bootcamp,IT,Intermediate,6.0,8.0,18.0,2022-10-04,Completed,2022-07-18,22.6,23.0,3.0,13.0,91.3,Quiz,33.63,98.02,99.74,2.0,13.0,98.88,858.22,1.0,519.8000000000001
Chelsey Lopez,19.0,Female,Region Xii,Mobile,College,Employed,Laptop,3.4,Career Change,3.0,Business Analytics,IT,Beginner,5.0,3.0,16.0,,Completed,2022-02-20,52.5,45.5,34.0,27.0,35.3,Assignment,48.43,56.04,83.41,5.0,35.5,69.725,120.01999999999998,1.0,2388.75
Michael Johnson,36.0,Female,Region Vii,Broadband,College,Unemployed,Desktop,16.4,Personal Interest,5.0,Cloud Computing Basics,IT,Intermediate,20.0,10.0,12.0,,Completed,2023-03-03,107.7,6.0,28.0,20.0,137.6,Final Exam,96.41,47.78,48.14,3.0,18.0,47.96,2256.64,0.3,646.2
Christina Wright,44.0,Male,Region X,Broadband,Graduate,Employed,Mobile,14.5,Academic Requirement,14.0,Business Analytics,IT,Intermediate,23.0,4.0,5.0,2023-06-02,Completed,2024-05-07,44.8,11.0,15.0,12.0,171.5,Final Exam,53.72,31.07,57.03,1.0,12.666666666666666,44.05,2486.75,0.4782608695652174,492.79999999999995
Danielle Crawford,29.0,Female,Region Vii,Mobile,College,Employed,Tablet,15.4,Career Change,7.0,Mobile App Development,Science,Beginner,22.0,14.0,20.0,,Completed,2023-08-29,118.9,10.0,47.0,25.0,268.7875,Quiz,30.67,88.18,97.24,4.0,27.333333333333332,92.71000000000001,4139.3275,0.45454545454545453,1189.0
Nancy Smith,51.0,Non-Binary,Region Xi,Broadband,Graduate,Employed,Mobile,2.9,Skill Upgrade,7.0,Business Analytics,Business,Intermediate,23.0,18.0,17.0,,Dropped,2023-08-25,69.4,15.0,49.0,47.0,158.6,Final Exam,99.92,89.21,-1.7637499999999946,7.0,37.0,43.723124999999996,459.94,0.6521739130434783,1041.0
None,24.0,Non-Binary,Region Xi,Broadband,College,Unemployed,Laptop,19.4,Academic Requirement,11.0,Digital Marketing,Business,Beginner,16.0,8.0,13.0,,Completed,2023-06-28,54.7,8.0,29.0,6.0,116.4,Assignment,68.83,32.7,93.41,4.0,14.333333333333334,63.055,2258.16,0.5,437.6
Jessica Allen,-4.0,Male,Region Viii,Broadband,College,Unemployed,Mobile,11.6,Personal Interest,4.0,Mobile App Development,Arts,Beginner,9.0,13.0,16.0,,Ongoing,2023-12-17,99.2,26.0,6.0,2.0,93.4,Assignment,39.15,53.09,56.23,1.0,11.333333333333334,54.66,1083.44,1.0,2579.2000000000003
Jonathan White,20.0,Female,Ncr,Broadband,Graduate,Employed,Desktop,16.1,Career Change,7.0,Cybersecurity Essentials,Science,Beginner,20.0,3.0,23.0,2022-09-01,Completed,2022-08-06,161.1,6.0,36.0,1.0,149.2,Quiz,88.98,83.81,99.34,7.0,14.333333333333334,91.575,2402.12,0.3,966.5999999999999
Dustin Rose,35.0,Male,Region Xi,Mobile,Graduate,Student,Laptop,12.2,Personal Interest,2.0,Machine Learning A-Z,Arts,Intermediate,6.0,7.0,7.0,,Dropped,2023-08-29,176.0,14.0,39.0,27.0,99.5,Assignment,97.76,79.36,47.59,1.0,26.666666666666668,63.475,1213.8999999999999,1.0,2464.0
Mark Davis,41.0,Other,Region Xi,Mobile,College,Student,Desktop,3.4,Career Change,11.0,Machine Learning A-Z,IT,Advanced,16.0,17.0,4.0,,Dropped,2022-01-03,169.2,45.5,19.0,13.0,85.8,Quiz,61.87,90.87,84.07,1.0,25.833333333333332,87.47,291.71999999999997,1.0,7698.599999999999
Amber Hatfield,29.0,Male,Region Vii,Mobile,College,Student,Mobile,16.7,Skill Upgrade,6.0,Cybersecurity Essentials,Science,Intermediate,24.0,10.0,10.0,2023-03-12,Completed,2022-06-10,164.3,17.0,33.0,3.0,91.8,Assignment,69.69,90.57,77.76,4.0,17.666666666666668,84.16499999999999,1533.06,0.7083333333333334,2793.1000000000004
