student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating
Kenneth Garcia,24,Female,NCR,Limited,High School,Student,Desktop,14.5,Academic Requirement,13,UI/UX Design Principles,Cybersecurity,BEGINNER,24,10,11,03/04/2022,Dropped,,151.8,13,29,2,77.6,Assignment,44.51,68.16,84.84,4
Joseph Bridges,52,Male,Region XI,Limited,College,student,N/A,2.9,N/A,7,Mobile App Development,Science,intermediate,25,7,16,04/07/2023,Completed - No Certificate,22/09/2023,-72.7,13,4,1,72.4,Assignment,60.54,42.75,1864.98,2
Lawrence Davis,48,Female,NCR,Mobile,College,Student,Laptop,11.3,Skill Upgrade,0,Cloud Computing Basics,IT,Intermediate,25,20,6,23/03/2024,Ongoing,07/10/2022,179.4,18,37,28,,exam,49.48,61.36,43.53,1
Henry Vargas,47,female,Region IX,Mobile,College,Unemployed,Laptop,5.3,career change,4,Cloud Computing Basics,Arts,Intermediate,19,13,14,02/01/2023,Ongoing,26/05/2023,99,9,16,28,115.3,quiz,39.31,65.98,98.13,4
Jennifer Cruz,27,female,Region VII,Limited,HIGH SCHOOL,student,Tablet,8.6,Earn a certificate,4,Cloud Computing Basics,Business,Advanced,13,4,5,18/08/2022,Completed,04/12/2023,68.8,17,27,30,,Assignment,61.78,74.9,49.19,2
MICHAEL MILLER,40,Male,Region IV-A,broadband,Graduate,Employed,Mobile,9.6,Career Change,2,Machine Learning A-Z,Business,Beginner,15,13,13,23/04/2024,Completed,10/05/2023,16.5,18,49,24,119.8,Final Exam,65.95,39.51,76.18,1
Richard Bauer,34,,Region I,mobile,Graduate,Student,Mobile,3,Personal Interest,8,Business Analytics,IT,Intermediate,7,17,19,15/07/2023,Ongoing,03/12/2024,175.6,13,49,6,118,exam,56.65,3923.34,51.77,4
Sarah Sullivan,19,M,,BROADBAND,College,Employed,Laptop,19.1,Personal Interest,14,Digital Marketing,Business,Beginner,17,3,13,07/07/2022,Dropped,19/10/2024,45,25,4,20,116.8,Assignment,81.51,33.5,73.79,4
Karen Mendoza,19,Male,Region II,Broadband,Post Graduate,N/A,Desktop,12.9,Skill Upgrade,12,Business Analytics,Science,intermediate,29,8,5,04/09/2022,Completed,23/07/2023,-70.2,7,5,12,35.8,Quiz,,75.91,64.23,5
James Thompson,20,Female,Region VII,Limited,Graduate,Unemployed,Laptop,894,Career Change,1,Machine Learning A-Z,Business,Intermediate,25,11,22,24/01/2023,none,08/05/2022,19.6,,9,27,37.1,Assignment,70.83,51.61,94.27,4
David Irwin,35,Male,Region VII,Broadband,College,Unemployed,,5.3,Earn a certificate,0,Web Development Bootcamp,Science,Advanced,28,8,5,05/04/2023,none,24/03/2022,50.8,28,26,14,17.5,Quiz,35.35,80.03,,3
Tyler Brown,34,female,NCR,Mobile,college,Student,Desktop,4.8,Personal Interest,15,Mobile App Development,Math,Intermediate,7,11,12,16/04/2023,Completed,02/07/2022,124,17,38,29,74.4,Assignment,84.9,48.01,93.39,1
Robert Lamb,28,Male,Region VI,limited,High School,Student,Laptop,14,Personal Interest,3,Web Development Bootcamp,Math,basic,24,11,11,08/03/2023,Ongoing,08/02/2022,83.2,4,,19,45.4,Final Exam,43.49,79.61,36.02,
Melissa Walsh,36,Male,Region X,Broadband,Graduate,Unemployed,Laptop,1.7,Career Change,1,Cloud Computing Basics,Business,basic,14,11,15,05/02/2023,Ongoing,16/04/2023,112.8,30,17,29,90.6,Quiz,87.2,39.22,62.57,5
Benjamin Fischer,35,Non-binary,Region IV-A,broadband,Highschool,STUDENT,Mobile,19.4,Skill Upgrade,4,Cloud Computing Basics,Business,Beginner,29,18,8,30/05/2023,completed,24/02/2023,95.2,2,30,3,70.5,final exam,,47.55,2728.16,4
Katherine Thompson,42,Male,N/A,Limited,College,Employed,Laptop,11.8,Skill Upgrade,14,UI/UX Design Principles,Business,Beginner,11,8,15,08/08/2022,Ongoing,04/07/2022,75.7,22,35,8,166.4,project,80.05,37.91,68.87,2
Susan Martin,33,FEMALE,Region XI,Broadband,Graduate,Student,Desktop,5.6,Academic Requirement,4,Machine Learning A-Z,Arts,Advanced,27,5,22,07/02/2024,Dropped,26/03/2023,140.2,12,21,13,51.3,test,88.75,60.65,92.98,
Scott Conway,49,Female,Region VII,Limited,College,employed,Mobile,7.8,Personal Interest,13,Python for Beginners,Arts,Intermediate,30,14,15,04/06/2022,In-progress,13/12/2024,74.2,20,33,14,152.6,Quiz,77.47,50.69,,2
Nathan Porter,53,female,Region VIII,Mobile,High School,Employed,Laptop,14.4,Academic Requirement,10,Cybersecurity Essentials,IT,Intermediate,14,15,23,01/02/2022,Completed,10/05/2024,108.8,20,5,29,176.4,final exam,91.65,58.12,31.6,2
Frank Fry,25,Other,ncr,Limited,college,Student,Laptop,10.2,Academic Requirement,350,Mobile App Development,Arts,Intermediate,15,15,5,14/11/2022,Completed,17/03/2024,55.5,4,43,27,137.4,Quiz,85.84,-64.98,48.26,2
Christopher Adams,36,Other,Region VIII,Broadband,College,Student,N/A,16.4,Personal Interest,2,UI/UX Design Principles,Business,Beginner,17,8,15,31/01/2023,In-progress,16/10/2022,125.4,28,28,29,130.4,Assignment,68.89,47.42,79.03,4
Emma Mitchell,45,Female,Region X,Broadband,College,STUDENT,Mobile,14.6,Career Change,5,Cloud Computing Basics,IT,Beginner,10,15,24,17/10/2022,In-progress,26/12/2022,117.5,17,,,101,Final Exam,38.53,56.43,98.34,4
Elizabeth Burns,30,Female,Region III,broadband,College,Employed,Desktop,10,Career Change,7,Mobile App Development,IT,beginner,9,14,8,04/09/2023,Ongoing,20/12/2024,86.7,17,22,4,146.8,Assignment,83.29,82.82,44.98,5
Lauren Santiago,53,Female,Region XII,Mobile,COLLEGE,Unemployed,Tablet,2.8,Skill Upgrade,11,Data Science Fundamentals,Business,Beginner,30,15,-18,06/04/2024,Completed,18/12/2022,48.1,23,30,29,65.6,Assignment,90.03,,83.77,4
Toni Walter,-21,Female,Region XI,Mobile,College,Student,Desktop,,Career Change,13,Cloud Computing Basics,Arts,Beginner,24,9,16,,Ongoing,17/03/2024,24.1,20,48,11,160,assignment,46.67,59.49,96.57,1
Katrina Santiago,31,Male,Region X,Broadband,High School,Student,Tablet,1.1,Career change or promotion,924,Data Science Fundamentals,Business,Beginner,23,14,17,11/02/2024,Dropped,10/06/2023,10.1,25,46,20,,Assignment,65.56,72.45,32.45,5
Joshua Powell,32,,Region I,Mobile,College,Student,Mobile,13.6,Personal Interest,15,Python for Beginners,Business,Beginner,11,3,22,14/08/2023,In-progress,04/03/2022,38.8,12,40,16,66.3,exam,70.32,74.41,51.95,4
Mary Murphy,54,Male,Region I,Limited,College,Unemployed,Mobile,9.9,Personal Interest,4,Mobile App Development,IT,Beginner,7,9,9,17/01/2024,Completed,29/08/2023,81.9,22,46,20,168.5,Final Exam,95.33,53.47,67.98,3
Adriana White,32,Male,Region VI,Mobile,College,Student,MOBILE,3.4,Skill Upgrade,13,Business Analytics,IT,expert,27,8,9,16/02/2024,Dropped,02/04/2024,87.2,15,42,18,109.1,Quiz,94.95,96.82,89.17,1
Justin Hernandez,30,Female,Region IV-A,mobile,Graduate,Student,Desktop,,Skill Upgrade,9,Cloud Computing Basics,Arts,intermediate,29,897,10,06/07/2022,ongoing,24/10/2024,9051.7,29,42,15,37.2,Quiz,86.21,68.73,56.1,4
Christopher Cox,39,Female,Region VIII,Mobile,High School,Student,Laptop,10.2,Career Change,3,Mobile App Development,it,Beginner,17,4,9,08/10/2022,In-progress,19/04/2022,43,29,16,20,169.8,Quiz,35.7,59.22,46.49,2
Melissa Barber,37,F,Region X,Broadband,High School,Unemployed,Laptop,4.4,Skill Upgrade,3,Machine Learning A-Z,Science,Beginner,12,3,4,04/08/2024,Dropped,22/08/2022,60.8,21,11,12,178.8,Assignment,61.99,74.82,96.06,3
Danny Thomas,658,Male,Region XI,Broadband,COLLEGE,Student - full time,Mobile,10.1,Skill Upgrade,15,Digital Marketing,IT,Intermediate,15,20,11,12/08/2023,In-progress,10/08/2022,,25,6,18,169.1,Assignment,64.67,54.11,79.36,1
Ashley Graham,22,Non-binary,NCR,limited,College,Student,Mobile,13.4,Career change or promotion,14,Machine Learning A-Z,Business,Advanced,16,16,12,03/01/2022,Ongoing,07/09/2022,32.3,7,30,8,70.4,Assignment,55.28,37.15,64.55,1
Gina Cook,33,Non-binary,ncr,Broadband,HS,Employed,Laptop,4,Academic Requirement,1032,Cybersecurity Essentials,Business,BEGINNER,25,10,4,17/08/2024,Ongoing,31/08/2024,79.3,28,23,29,135.3,Quiz,50.17,80.19,5814.6,
Rachel Watts,32,male,Region IV-A,Mobile,high school,student,Tablet,9.6,Personal Interest,7,Python for Beginners,Business,Beginner,19,,9,18/11/2022,Dropped,25/08/2022,165.6,28,38,30,178.3,exam,52,59.46,91.6,4
Sierra Thornton,46,Female,Region IV-A,WiFi,Graduate,Unemployed,Mobile,1.3,Academic Requirement,0,UI/UX Design Principles,Business,Beginner,14,7,15,01/08/2022,Ongoing,19/11/2024,24.6,15,18,3,-147,Final Exam,90.3,64.71,58.6,4
Lauren Mathis,35,Female,Region II,Broadband,,employed,Desktop,11.3,career change,15,Python for Beginners,Math,Beginner,16,4,16,21/06/2022,Dropped,20/02/2022,83,12,8,18,152.9,Assignment,71.3,70.9,70.27,
John Hall,31,Male,Region IX,Limited,graduate,employed,Laptop,2.4,Personal Interest,8,Cloud Computing Basics,Business,Beginner,18,3,18,30/08/2022,Ongoing,20/03/2024,98.2,16,9,24,77.2,Quiz,62.18,98.11,31.11,2
Corey Roberts,31,Male,Region XII,BROADBAND,High School,Employed,tablet,9.2,Career Change,0,Data Science Fundamentals,Arts,Intermediate,25,13,19,31/08/2023,Dropped,01/04/2024,152.3,1462,,5,126.4,Quiz,75.12,96.5,91.96,
Shane Lutz,22,Male,Region IV-A,Broadband,High School,Employed,Mobile,5.7,career change,656,Web Development Bootcamp,Math,Intermediate,7,4,10,08/10/2022,Completed,11/05/2022,159.2,24,8,11,177.3,Assignment,86.96,90.1,87.43,2
William Johnson,38,Female,Region VII,Mobile,College,Employed,Tablet,8.5,career change,10,Mobile App Development,Information Technology,Advanced,13,12,17,27/04/2023,Completed,12/03/2024,79.2,13,11,3,106.4,test,62.65,,52.09,2
Sheila Dickerson,51,Female,Region VII,Mobile,College,Working professional,Laptop,16.2,Personal Interest,,Mobile App Development,Science,Beginner,28,17,19,20/07/2022,Completed,11/12/2023,45.4,12,35,19,169.4,Assignment,94.21,59.72,76.03,2
Brian Reid,21,Prefer not to say,Region VIII,Broadband,College,unemployed,Laptop,15.8,career change,13,Web Development Bootcamp,IT,beginner,13,16,23,11/01/2022,Dropped,18/05/2022,151.4,29,26,12,73.8,exam,84.92,96.61,72.45,4
Joshua Shaw,33,Female,Region XI,Mobile,College,Student,Tablet,,career change,7,Digital Marketing,IT,Intermediate,7,12,5,02/11/2023,Completed,19/06/2024,74.9,21,38,19,,Assignment,71.89,61.1,80.48,2
Daniel Miller,47,Male,Region IX,Mobile,HIGH SCHOOL,N/A,Mobile,,N/A,0,Mobile App Development,Information Technology,Beginner,20,10,17,14/03/2023,Completed,09/06/2022,86.8,21,,0,146.6,Assignment,40.08,66.79,84.59,4
Gregory White,51,Prefer not to say,NCR,Broadband,HS,Working professional,desktop,15.8,Personal Interest,2,Mobile App Development,IT,Intermediate,7,5,16,24/09/2022,Dropped,21/06/2024,74.6,6,8,17,146.3,Assignment,76.82,54.74,95.62,2
Ronald Martinez,54,Other,Region IV-A,Broadband,College,Unemployed,Mobile,15.8,Skill Upgrade,15,Business Analytics,Programming,Advanced,11,8,13,20/05/2023,Dropped,14/01/2023,117,3,5,17,110.6,Assignment,42.09,88.98,30.44,5
Brenda Acosta,44,Non-binary,Region XI,Mobile,High School,Student,Laptop,1,academic requirement,14,Data Science Fundamentals,IT,Intermediate,21,13,10,22/07/2023,Completed - No Certificate,12/02/2024,154.9,16,16,14,170.6,Final Exam,32.18,34.3,,5
Erik Cruz,23,Female,Region IX,Broadband,high school,Employed,MOBILE,3.9,Career Change,6,Machine Learning A-Z,IT,Beginner,9,7,10,03/08/2022,Dropped,18/01/2024,70,22,30,26,32,Quiz,71.84,87.65,56.8,5
Christopher Simmons,27,Male,Region II,Broadband,college,Employed,laptop,4.6,Skill Upgrade,13,Machine Learning A-Z,Arts,Beginner,7,14,13,09/04/2024,Completed,16/12/2024,92.3,5,19,25,18.1,Quiz,61.42,81.98,60.07,4
Roberto Chavez,32,Female,CAR,Mobile,College,Employed,Desktop,3.4,Skill Upgrade,2,UI/UX Design Principles,Business,Beginner,16,4,5,18/06/2022,Completed,04/10/2022,29.6,18,20,21,160.7,quiz,99.17,77.44,34.57,5
Nancy Cole,21,N/A,Region XI,Broadband,Graduate,Unemployed,Mobile,14.9,Career Change,12,Web Development Bootcamp,Business,Beginner,6,10,14,17/01/2022,Completed,20/02/2023,101.6,28,47,1440,139.9,Assignment,54.61,,33.72,3
Sherry Smith,27,Male,NCR,BROADBAND,High School,Employed,Mobile,10.5,Skill Upgrade,11,UI/UX Design Principles,Math,Advanced,18,14,19,22/09/2024,Completed,29/03/2022,57.1,11,39,2,165.8,quiz,95.06,31.79,78.46,4
Devin Williamson,18,Female,Region XI,Broadband,high school,N/A,Laptop,11.5,Academic Requirement,8,Machine Learning A-Z,Science,Intermediate,28,12,11,09/11/2023,Dropped,27/07/2022,166,10,5,30,173.8,quiz,35.07,76.02,70.13,1
Christopher Wright,52,Female,Region X,Broadband,College,Student,Mobile,6.4,Academic Requirement,13,Cybersecurity Essentials,IT,Advanced,18,13,18,03/09/2023,Completed,07/12/2024,147.2,14,22,21,115.4,exam,89.36,92.42,43.83,4
Sylvia Miller,49,Male,Region V,Mobile,College,Working professional,laptop,15.2,Personal Interest,10,Cloud Computing Basics,Arts,advanced,27,3,22,12/01/2022,,20/10/2023,86.4,23,16,2,173.2,Final Exam,46.45,63.09,85.36,
Rachel Leonard,47,,Region VII,Mobile,College,Employed,laptop,13.3,Career Change,3,Business Analytics,Math,Intermediate,6,10,21,16/10/2024,Ongoing,18/01/2023,143.1,16,7,28,130.6,Assignment,,91.57,99.36,2
Kyle Adams,20,Male,Region II,Limited,College,Student,Mobile,15.1,Skill Upgrade,13,Cloud Computing Basics,,intermediate,27,15,10,16/09/2022,Ongoing,05/04/2023,48.8,13,21,7,-101.6,ASSIGNMENT,90.68,78.87,66.26,1
Steve Carlson,22,male,Region V,WiFi,College,Employed,Tablet,8.2,Career Change,13,Data Science Fundamentals,Business,beginner,7,12,,16/01/2022,Completed,11/07/2024,152,8,17,30,136.7,,31.74,60.23,72.65,2
Sandra Wilson,25,Male,Region VII,Broadband,COLLEGE,student,Laptop,13.1,Personal Interest,15,Business Analytics,Cybersecurity,beginner,13,19,8,12/09/2023,Completed,08/10/2024,90.2,20,4,23,170.7,Final Exam,81.19,82.14,57.29,2
Brandon Daniels,53,female,Region VII,Broadband,Graduate,Unemployed,Tablet,9,Career change or promotion,0,Business Analytics,Science,BEGINNER,30,20,20,14/07/2024,Completed,16/03/2023,94.3,10,44,20,179.9,Assignment,99.17,33.54,37.31,1
Lee George,,Male,Region IV-A,Mobile,Graduate,Unemployed,Laptop,16.5,skill upgrade,3,Cloud Computing Basics,it,advanced,19,4,23,11/11/2024,Completed,18/08/2022,168.9,26,2,15,165.7,exam,,41.84,69.61,4
Lawrence Hall,35,MALE,NCR,limited,High School,Student,MOBILE,6.3,Earn a certificate,0,Machine Learning A-Z,Arts,Intermediate,7,13,17,09/04/2023,Completed,22/01/2023,,2,17,17,,assignment,42.42,52.89,52.5,2
Joseph Martin,26,Female,N/A,Mobile,Graduate,Employed,mobile,5.6,Skill Upgrade,3,Cloud Computing Basics,Arts,Intermediate,17,18,5,18/03/2024,Dropped,21/04/2023,96.2,20,36,7,64.7,quiz,,,86.72,5
Vincent Torres,46,Female,Region VII,mobile,High School,Student,MOBILE,7,skill upgrade,10,Mobile App Development,Science,Intermediate,20,12,22,11/05/2023,Completed,23/12/2022,,29,30,8,169.7,Quiz,91.51,51.34,97.59,3
Tammy Todd,46,Male,Region VII,Mobile,College,Student,desktop,1.4,personal interest,9,Machine Learning A-Z,Business,Inter,28,18,11,14/04/2022,Completed,27/05/2022,137.5,23,48,19,37.9,Quiz,33.05,87.8,43.8,1
Jose Lawrence,19,Male,NCR,Broadband,College,Student,laptop,4.3,Personal Interest,9,Machine Learning A-Z,Science,Beginner,19,15,21,,Completed - No Certificate,21/04/2024,120.5,12,16,,21.9,Assignment,45.71,81.19,45.55,4
Kelly Castro,32,MALE,Region XI,Broadband,College,Student,Laptop,14.1,Personal Interest,14,Business Analytics,Arts,Advanced,,16,6,19/04/2024,Completed,12/08/2022,115.2,28,11,15,34.2,Quiz,35.38,53.03,70.72,5
Ashley Moore,52,Female,Region XI,mobile,High School,Employed,Laptop,1.8,Personal Interest,14,Web Development Bootcamp,Science,Beginner,25,4,14,31/05/2024,Completed,,38.2,29,3,13,14.5,Quiz,60.17,43.38,61.88,5
Matthew Smith,35,Female,Region VIII,Limited,Graduate,Working professional,Tablet,2.5,Career Change,13,Digital Marketing,Business,Intermediate,27,20,6,05/07/2024,Dropped,22/02/2023,159.3,27,46,26,139.5,Assignment,73.32,61.56,70.79,3
Bobby Mckinney,37,Male,Region VI,Broadband,Graduate,Student,Mobile,17.6,Career Change,15,Cloud Computing Basics,,beginner,29,17,13,24/01/2023,Completed,19/09/2023,1432.9,30,42,7,11.2,Final Exam,95.37,4682.88,33.05,2
Brian Shepherd,19,Prefer not to say,Region XI,mobile,College,EMPLOYED,laptop,7.9,Skill Upgrade,2,Business Analytics,Science,Advanced,17,14,20,01/12/2023,completed,28/08/2022,148.3,3,7,29,121.2,Quiz,39.44,83.57,61.46,3
David Thompson,17,Male,Region II,Broadband,College,Unemployed,Laptop,5.3,Career Change,1,Machine Learning A-Z,Math,Advanced,19,9,12,07/09/2022,Completed - No Certificate,28/05/2023,48.7,21,39,3,149.6,Assignment,72.62,40.93,68.28,
,37,female,Region XI,Mobile,High School,Employed,Laptop,10.1,Career Change,12,Mobile App Development,it,Beginner,,14,9,04/09/2022,Dropped,05/11/2024,166.3,10,32,2,43,Quiz,,76.65,49.65,1
Lauren Colon,27,Male,NCR,Mobile,High School,Employed,Laptop,6,Career Change,,Python for Beginners,business,Advanced,26,7,23,05/02/2022,Dropped,10/04/2022,171.2,30,39,27,95.6,Assignment,55.64,70.22,70.14,1
Mary Lopez,39,Female,Region XII,Limited,College,Student,Mobile,19.4,Skill Upgrade,1,Python for Beginners,Business,Advanced,12,12,19,26/08/2023,In-progress,09/10/2023,78.5,15,43,26,170.9,Quiz,69.2,,63.96,2
Robert Haynes,20,Male,Region III,Limited,College,Employed,Mobile,,career change,15,Mobile App Development,Business,Advanced,23,,21,20/12/2022,dropped,09/01/2023,,24,1,23,39.1,quiz,,79.26,56.42,4
Heather Gomez,24,Non-binary,Region XI,Broadband,High School,Student,Desktop,14.6,Skill Upgrade,14,Cybersecurity Essentials,DATA SCIENCE,Beginner,8,17,15,11/09/2024,Ongoing,29/08/2023,120,12,34,7,134.2,Final Exam,37.3,91.93,84.32,1
none,30,Female,Region VII,Limited,College,Student - full time,Desktop,6.6,skill upgrade,9,UI/UX Design Principles,Arts,Advanced,18,15,5,30/03/2024,Ongoing,07/04/2024,79.9,4,24,23,19.3,Quiz,1584.98,85.66,56.02,2
Edwin Jackson,53,M,CAR,Mobile,College,Student,smartphone,7,Personal Interest,13,Mobile App Development,IT,Intermediate,14,17,21,16/01/2023,Ongoing,14/04/2024,60.1,8,8,20,62.5,Quiz,48.45,66.75,97.91,5
Stephanie Calderon,32,Prefer not to say,Region XII,Broadband,High School,Employed,Mobile,14.4,Career change or promotion,,Web Development Bootcamp,Business,Beginner,5,7,9,15/10/2024,Ongoing,04/01/2024,177.8,,29,28,96.4,Quiz,70.51,51.91,76.58,1
Andrea Leon,50,Female,Region X,Limited,graduate,Employed,Desktop,8.1,Skill Upgrade,2,Python for Beginners,Cybersecurity,Beginner,6,9,6,05/07/2023,Completed,13/11/2024,121.1,30,26,3,66.5,Assignment,67.91,83.11,83.28,2
Aaron Hernandez,27,Female,NCR,Limited,College,Student - full time,Mobile,16.2,Academic Requirement,2,Data Science Fundamentals,IT,Advanced,7,13,13,,Ongoing,17/07/2024,21.3,10,46,4,86.4,Assignment,53.92,81.34,82.48,5
Timothy Rowe,54,FEMALE,NCR,Broadband,High School,Unemployed,Mobile,14.9,,8,Mobile App Development,Information Technology,Beginner,18,19,23,17/11/2023,Completed,28/09/2022,,1,35,0,-57.5,quiz,85.1,62.06,80,2
Jasmine Walker,21,Other,Region XI,Broadband,College,Working professional,Laptop,17.1,Academic Requirement,5,Business Analytics,it,Intermediate,9,9,18,24/11/2023,Completed,16/08/2022,172.3,30,2,11,177.1,Quiz,90.68,50.94,,5
Rachel Pittman,24,female,Region IV-A,Mobile,College,Student - full time,desktop,19,Career Change,0,Business Analytics,Math,Beginner,14,19,16,13/04/2023,Completed,24/08/2024,166.8,27,29,21,16.1,project,61.16,35.39,,5
Veronica Nguyen,,Female,METRO MANILA,mobile,college,Employed,Mobile,6.4,Skill Upgrade,15,Business Analytics,Science,Beginner,10,19,18,17/11/2024,dropped,11/03/2023,159.3,,34,13,41.9,Final Exam,34.78,93.85,76.65,1
Vanessa Williamson,21,Female,n/a,Broadband,College,Employed,Tablet,8.9,Academic Requirement,15,Python for Beginners,Math,Beginner,17,15,16,20/02/2024,Completed,,71.9,25,7,11,113.5,Assignment,65.53,39.75,37.82,2
Paul Gill,36,Male,Region VIII,Mobile,college,Unemployed,mobile,6.9,Skill Upgrade,3,Python for Beginners,IT,Beginner,22,16,18,19/06/2023,Dropped,26/06/2022,148.2,20,3,15,32.7,Quiz,49.91,39.73,54.26,3
Katelyn Johnson,29,Male,NCR,Mobile,graduate,employed,Tablet,15.9,Academic Requirement,7,Python for Beginners,Business,beginner,16,15,18,25/05/2022,Completed,19/06/2022,38.2,8,49,9,103.6,Assignment,99.46,62.22,90.38,5
Matthew Brooks,48,Male,CAR,Limited,College,Freelancer,Laptop,13.4,Academic Requirement,12,Digital Marketing,Business,Advanced,8,4,20,26/09/2023,Dropped,26/11/2022,96.9,9,21,1260,,Assignment,67,51.16,77.07,1
Colleen Thornton,55,Female,NCR,Broadband,College,Employed,tablet,,Personal Interest,9,Cloud Computing Basics,Business,Intermediate,25,3,21,10/11/2022,Completed,24/12/2024,63.7,29,26,3,72.4,exam,51.75,77.67,38.92,3
Jessica Thompson,53,Female,Region I,Broadband,High School,STUDENT,Mobile,8.2,Personal Interest,1,UI/UX Design Principles,Programming,Beginner,15,20,4,28/01/2023,Completed,31/07/2022,33.9,28,42,0,79.8,Final Exam,62.04,50.6,60.71,3
Michelle Wilson,18,Male,Region VIII,Broadband,College,Student,tablet,12,Career Change,9,Web Development Bootcamp,Information Technology,Intermediate,27,17,17,01/10/2024,Completed,28/07/2023,28.1,23,23,29,96.7,Assignment,67.42,76.95,78.98,1
Thomas Scott,46,male,Region I,Limited,Undergraduate,Employed,Desktop,19.8,Career Change,7,Data Science Fundamentals,IT,Intermediate,15,3,23,03/06/2022,Ongoing,12/09/2024,118.9,23,43,10,2100,Assignment,70.01,89.1,44.4,3
Miranda Jensen,18,Non-binary,Region XI,Broadband,College,Unemployed,Tablet,16.4,Personal Interest,4,Cybersecurity Essentials,Arts,Intermediate,304,15,8,12/06/2022,Dropped,04/10/2024,65.3,22,21,8,66,Final Exam,86.7,86.95,93.98,5
Linda Moore,27,Female,Region XI,limited,Graduate,student,Mobile,17.6,Personal Interest,14,Cloud Computing Basics,Cybersecurity,Intermediate,18,16,9,15/01/2022,In-progress,19/12/2023,77.3,9,42,26,72,assignment,59.32,82.01,93.92,
Wesley Burton,48,Female,Region XI,Mobile,College,Working professional,Desktop,13.7,Personal Interest,3,Data Science Fundamentals,Science,Advanced,20,16,21,18/06/2024,Ongoing,07/08/2024,160.7,1,33,7,88.3,Quiz,77.81,44.57,51.24,2
